10.00	0.23097	0.22454	0.22894	0.22957	0.22958	
20.00	0.23110	0.22453	0.22950	0.22965	0.22951	
30.00	0.23116	0.22437	0.22980	0.22994	0.22942	
40.00	0.23098	0.22431	0.22976	0.22988	0.22923	
50.00	0.23078	0.22415	0.22976	0.22983	0.22980	
60.00	0.23059	0.22399	0.22960	0.22989	0.22960	
70.00	0.23061	0.22399	0.22959	0.23015	0.22944	
80.00	0.23064	0.22388	0.22960	0.23005	0.22968	
90.00	0.23044	0.22396	0.22987	0.23001	0.22995	
100.00	0.23047	0.22380	0.22984	0.22981	0.23019	
110.00	0.23047	0.22388	0.23000	0.22962	0.23013	
120.00	0.23027	0.22381	0.23019	0.22942	0.23003	
130.00	0.23019	0.22385	0.23041	0.22930	0.22989	
140.00	0.23004	0.22383	0.23047	0.22929	0.22981	
150.00	0.23040	0.22375	0.23055	0.22936	0.22961	
160.00	0.23024	0.22396	0.23055	0.22924	0.22941	
170.00	0.23022	0.22392	0.23056	0.22905	0.22930	
180.00	0.23026	0.22399	0.23056	0.22952	0.22938	
190.00	0.23033	0.22397	0.23053	0.22953	0.22933	
200.00	0.23018	0.22394	0.23044	0.22950	0.22928	
210.00	0.23090	0.22378	0.23024	0.22943	0.22935	
220.00	0.23101	0.22385	0.23010	0.22959	0.22937	
230.00	0.23098	0.22371	0.23004	0.22966	0.22956	
240.00	0.23129	0.22355	0.22998	0.22962	0.22939	
250.00	0.23144	0.22339	0.23022	0.22962	0.22976	
260.00	0.23142	0.22363	0.23011	0.22958	0.22975	
270.00	0.23142	0.22353	0.23031	0.22945	0.23035	
280.00	0.23121	0.22343	0.23062	0.22948	0.23023	
290.00	0.23104	0.22337	0.23045	0.22943	0.23005	
300.00	0.23084	0.22333	0.23049	0.22937	0.23005	
310.00	0.23084	0.22342	0.23029	0.22945	0.23027	
320.00	0.23072	0.22350	0.23022	0.22942	0.23023	
330.00	0.23075	0.22342	0.23008	0.22926	0.23066	
340.00	0.23060	0.22330	0.22988	0.22915	0.23065	
350.00	0.23116	0.22322	0.22971	0.22906	0.23057	
360.00	0.23100	0.22359	0.22982	0.22900	0.23063	
370.00	0.23132	0.22343	0.22969	0.22911	0.23044	
380.00	0.23112	0.22328	0.22985	0.22954	0.23032	
390.00	0.23122	0.22344	0.22982	0.22944	0.23024	
400.00	0.23108	0.22333	0.22971	0.22952	0.23058	
410.00	0.23093	0.22347	0.22952	0.22937	0.23039	
420.00	0.23083	0.22346	0.22963	0.22930	0.23023	
430.00	0.23088	0.22335	0.22962	0.22923	0.23057	
440.00	0.23070	0.22352	0.22949	0.22955	0.23073	
450.00	0.23073	0.22348	0.22964	0.22937	0.23053	
460.00	0.23053	0.22337	0.22966	0.22923	0.23069	
470.00	0.23049	0.22363	0.22985	0.22904	0.23071	
480.00	0.23037	0.22347	0.23012	0.22919	0.23051	
490.00	0.23052	0.22333	0.23011	0.22909	0.23045	
500.00	0.23032	0.22328	0.23014	0.22896	0.23033	
510.00	0.23019	0.22335	0.22998	0.22894	0.23039	
520.00	0.22999	0.22332	0.23005	0.22888	0.23030	
530.00	0.22992	0.22316	0.23026	0.22898	0.23010	
540.00	0.22988	0.22301	0.23020	0.22901	0.23002	
550.00	0.23011	0.22318	0.23017	0.22901	0.23037	
560.00	0.23033	0.22311	0.23039	0.22915	0.23056	
570.00	0.23013	0.22316	0.23054	0.22951	0.23044	
580.00	0.22995	0.22304	0.23067	0.22958	0.23063	
590.00	0.22999	0.22297	0.23046	0.22976	0.23067	
600.00	0.22979	0.22287	0.23029	0.23010	0.23051	
610.00	0.22975	0.22276	0.23021	0.23070	0.23052	
620.00	0.23004	0.22270	0.23039	0.23066	0.23031	
630.00	0.23004	0.22284	0.23040	0.23073	0.23012	
640.00	0.22995	0.22272	0.23044	0.23104	0.23020	
650.00	0.23028	0.22275	0.23040	0.23129	0.23000	
660.00	0.23007	0.22276	0.23023	0.23119	0.23018	
670.00	0.22999	0.22281	0.23035	0.23134	0.23008	
680.00	0.23006	0.22296	0.23031	0.23123	0.22988	
690.00	0.23032	0.22294	0.23024	0.23104	0.22997	
700.00	0.23023	0.22314	0.23018	0.23098	0.22990	
710.00	0.23006	0.22325	0.23027	0.23099	0.22996	
720.00	0.22989	0.22352	0.23010	0.23095	0.23008	
730.00	0.23018	0.22344	0.23006	0.23089	0.22988	
740.00	0.22999	0.22328	0.22986	0.23107	0.22969	
750.00	0.22979	0.22325	0.22982	0.23090	0.22950	
760.00	0.22997	0.22330	0.22975	0.23118	0.22959	
770.00	0.22977	0.22329	0.22996	0.23097	0.22947	
780.00	0.22977	0.22383	0.22987	0.23082	0.22929	
790.00	0.22994	0.22368	0.22967	0.23075	0.22926	
800.00	0.22980	0.22366	0.22959	0.23073	0.22927	
810.00	0.22972	0.22362	0.22949	0.23071	0.22954	
820.00	0.22952	0.22348	0.22963	0.23057	0.22955	
830.00	0.22960	0.22349	0.22964	0.23039	0.22950	
840.00	0.22959	0.22350	0.22947	0.23032	0.22942	
850.00	0.22953	0.22375	0.22937	0.23022	0.22928	
860.00	0.22935	0.22397	0.22919	0.23019	0.22921	
870.00	0.22954	0.22395	0.22914	0.23004	0.22921	
880.00	0.22943	0.22446	0.22919	0.22991	0.22908	
890.00	0.22963	0.22442	0.22920	0.22975	0.22905	
900.00	0.22944	0.22431	0.22918	0.22980	0.22906	
910.00	0.22992	0.22424	0.22908	0.22983	0.22896	
920.00	0.22972	0.22411	0.22912	0.22974	0.22877	
930.00	0.22952	0.22397	0.22906	0.22987	0.22859	
940.00	0.22934	0.22397	0.22887	0.22998	0.22850	
950.00	0.22939	0.22381	0.22876	0.22995	0.22878	
960.00	0.22920	0.22402	0.22876	0.23015	0.22917	
970.00	0.22924	0.22395	0.22901	0.23023	0.22926	
980.00	0.22912	0.22413	0.22924	0.23045	0.22914	
990.00	0.22945	0.22407	0.22954	0.23054	0.22901	
1000.00	0.22959	0.22421	0.22937	0.23034	0.22893	
1010.00	0.23267	0.22420	0.22918	0.23018	0.22873	
1020.00	0.24230	0.22404	0.22898	0.22998	0.22854	
1030.00	0.24989	0.22388	0.22879	0.22978	0.22835	
1040.00	0.26016	0.22372	0.22860	0.22959	0.22817	
1050.00	0.27157	0.22356	0.22841	0.22939	0.22798	
1060.00	0.28420	0.22340	0.22822	0.22919	0.22779	
1070.00	0.29679	0.22325	0.22803	0.22900	0.22761	
1080.00	0.31592	0.22309	0.22785	0.22881	0.22742	
1090.00	0.33009	0.22294	0.22766	0.22862	0.22724	
1100.00	0.34506	0.22279	0.22748	0.22843	0.22706	
1110.00	0.34955	0.22264	0.22729	0.22824	0.22688	
1120.00	0.35301	0.22249	0.22711	0.22805	0.22670	
1130.00	0.35590	0.22234	0.22693	0.22786	0.22653	
1140.00	0.36013	0.22219	0.22675	0.22768	0.22635	
1150.00	0.36291	0.22204	0.22658	0.22749	0.22617	
1160.00	0.36543	0.22189	0.22640	0.22731	0.22600	
1170.00	0.36830	0.22175	0.22627	0.22713	0.22599	
1180.00	0.37314	0.22160	0.22619	0.22699	0.22582	
1190.00	0.37319	0.22146	0.22611	0.22691	0.22565	
1200.00	0.37496	0.22133	0.22594	0.22677	0.22549	
1210.00	0.37600	0.22118	0.22577	0.22670	0.22539	
1220.00	0.37563	0.22110	0.22605	0.22666	0.22529	
1230.00	0.37658	0.22096	0.22589	0.22656	0.22529	
1240.00	0.37672	0.22089	0.22577	0.22667	0.22513	
1250.00	0.37732	0.22092	0.22560	0.22660	0.22511	
1260.00	0.37821	0.22097	0.22569	0.22658	0.22497	
1270.00	0.37881	0.22092	0.22554	0.22651	0.22491	
1280.00	0.37971	0.22078	0.22537	0.22634	0.22480	
1290.00	0.38161	0.22066	0.22525	0.22618	0.22463	
1300.00	0.38469	0.22057	0.22508	0.22605	0.22451	
1310.00	0.38817	0.22044	0.22503	0.22588	0.22436	
1320.00	0.40008	0.22030	0.22486	0.22571	0.22420	
1330.00	0.41220	0.22017	0.22469	0.22554	0.22404	
1340.00	0.41641	0.22003	0.22453	0.22537	0.22388	
1350.00	0.42187	0.21990	0.22437	0.22520	0.22372	
1360.00	0.42615	0.21977	0.22420	0.22503	0.22356	
1370.00	0.43224	0.21964	0.22404	0.22486	0.22341	
1380.00	0.43757	0.21951	0.22388	0.22470	0.22325	
1390.00	0.44313	0.21938	0.22373	0.22453	0.22310	
1400.00	0.44852	0.21925	0.22357	0.22437	0.22294	
1410.00	0.45276	0.21912	0.22341	0.22421	0.22279	
1420.00	0.45498	0.21899	0.22326	0.22405	0.22264	
