2742	0.10	1	0
9085	0.10	-1	-1
3895	0.30	1	0
8442	0.40	-1	-1
9868	0.40	-1	-1
8345	0.50	-1	-1
8739	0.50	-1	-1
8774	0.50	-1	-1
8499	0.60	-1	-1
9700	0.70	-1	-1
8512	0.90	-1	-1
8614	1.00	-1	-1
8369	1.10	-1	-1
8548	1.10	-1	-1
8917	1.10	-1	-1
9278	1.10	-1	-1
9446	1.30	-1	-1
9998	1.30	-1	-1
8648	1.70	-1	-1
9029	1.90	-1	-1
3892	2.00	1	0
8954	2.00	-1	-1
5206	2.10	0	0
8048	2.10	-1	-1
8487	2.20	-1	-1
8496	2.20	-1	-1
8943	2.30	-1	-1
9908	2.60	-1	-1
8009	2.70	-1	-1
9362	2.70	-1	-1
9026	2.80	-1	-1
9957	2.80	-1	-1
8506	3.10	-1	-1
9688	3.20	-1	-1
8623	3.30	-1	-1
9412	3.60	-1	-1
8474	3.70	-1	-1
9386	3.70	-1	-1
5418	3.80	0	0
7160	3.80	0	0
8206	3.90	-1	-1
9032	4.10	-1	-1
7288	4.20	0	0
8027	4.40	-1	-1
9145	4.40	-1	-1
9459	4.40	-1	-1
1470	4.50	1	0
8093	4.50	-1	-1
8673	4.50	-1	-1
2065	4.70	1	0
8830	4.70	-1	-1
9920	4.80	-1	-1
5630	4.90	0	0
7017	4.90	0	0
8135	4.90	-1	-1
9214	4.90	-1	-1
8256	5.00	-1	-1
8393	5.00	-1	-1
8492	5.00	-1	-1
8890	5.00	-1	-1
8705	5.10	-1	-1
2799	5.20	1	0
9049	5.20	-1	-1
8691	5.30	-1	-1
8867	5.30	-1	-1
9720	5.30	-1	-1
6302	5.40	0	0
8042	5.70	-1	-1
8179	5.70	-1	-1
8686	5.70	-1	-1
8734	5.70	-1	-1
9318	5.70	-1	-1
1916	5.80	1	0
8781	5.80	-1	-1
1650	5.90	1	0
3942	5.90	1	0
8037	6.10	-1	-1
8213	6.20	-1	-1
9828	6.20	-1	-1
8035	6.30	-1	-1
9585	6.30	-1	-1
8203	6.40	-1	-1
8150	6.50	-1	-1
8533	6.50	-1	-1
8941	6.50	-1	-1
9139	6.50	-1	-1
9820	6.50	-1	-1
1296	6.60	1	0
8595	6.70	-1	-1
9594	6.90	-1	-1
8290	7.10	-1	-1
8594	7.10	-1	-1
8655	7.10	-1	-1
9856	7.20	-1	-1
9481	7.50	-1	-1
7749	7.60	0	0
8185	7.60	-1	-1
8282	7.60	-1	-1
9166	7.60	-1	-1
8379	7.90	-1	-1
8887	8.00	-1	-1
9968	8.00	-1	-1
9925	8.20	-1	-1
4195	8.30	0	0
9474	8.30	-1	-1
9865	8.30	-1	-1
5195	8.40	0	0
8061	8.50	-1	-1
9204	8.50	-1	-1
9751	8.60	-1	-1
8128	8.80	-1	-1
8877	8.80	-1	-1
9227	9.10	-1	-1
9558	9.10	-1	-1
2700	9.20	1	0
8178	9.20	-1	-1
9329	9.20	-1	-1
8111	9.30	-1	-1
8915	9.40	-1	-1
9458	9.50	-1	-1
8692	9.70	-1	-1
3526	9.90	1	0
9780	9.90	-1	-1
9408	10.10	-1	-1
9472	10.10	-1	-1
9545	10.10	-1	-1
8792	10.20	-1	-1
9041	10.20	-1	-1
9938	10.30	-1	-1
9273	10.50	-1	-1
8622	10.60	-1	-1
8491	10.70	-1	-1
9997	10.70	-1	-1
8504	10.80	-1	-1
8251	10.90	-1	-1
3761	11.20	1	0
5739	11.20	0	0
9926	11.30	-1	-1
3584	11.50	1	0
7933	11.60	0	0
8300	11.60	-1	-1
9193	11.60	-1	-1
9746	11.60	-1	-1
8391	11.70	-1	-1
8680	11.70	-1	-1
8659	11.80	-1	-1
9074	11.90	-1	-1
9636	11.90	-1	-1
7432	12.00	0	0
9578	12.10	-1	-1
8081	12.20	-1	-1
8227	12.20	-1	-1
9436	12.20	-1	-1
8706	12.30	-1	-1
8284	12.50	-1	-1
9839	12.50	-1	-1
9301	12.60	-1	-1
9425	12.90	-1	-1
9962	12.90	-1	-1
8998	13.10	-1	-1
9338	13.10	-1	-1
8779	13.20	-1	-1
9937	13.20	-1	-1
3752	13.40	1	0
9708	13.40	-1	-1
8764	13.80	-1	-1
9571	13.80	-1	-1
9787	13.90	-1	-1
8232	14.20	-1	-1
9090	14.30	-1	-1
5381	14.40	0	0
8301	14.40	-1	-1
8542	14.40	-1	-1
3232	14.60	1	0
8481	14.60	-1	-1
8062	14.80	-1	-1
2461	14.90	1	0
8495	14.90	-1	-1
8796	14.90	-1	-1
9951	14.90	-1	-1
9573	15.10	-1	-1
9723	15.10	-1	-1
8270	15.20	-1	-1
9405	15.30	-1	-1
4517	15.40	0	0
9485	15.40	-1	-1
9567	15.40	-1	-1
3660	15.50	1	0
9208	15.50	-1	-1
8674	15.60	-1	-1
9841	15.60	-1	-1
3817	15.70	1	0
8476	15.70	-1	-1
9377	15.70	-1	-1
9465	15.70	-1	-1
9494	15.90	-1	-1
8509	16.10	-1	-1
8200	16.20	-1	-1
8535	16.20	-1	-1
9030	16.20	-1	-1
9914	16.20	-1	-1
4003	16.30	0	0
8169	16.30	-1	-1
9870	16.30	-1	-1
9912	16.50	-1	-1
9038	16.70	-1	-1
8007	16.80	-1	-1
8175	16.80	-1	-1
2803	17.00	1	0
8810	17.00	-1	-1
8142	17.10	-1	-1
9306	17.10	-1	-1
8385	17.50	-1	-1
7991	17.70	0	0
8612	17.70	-1	-1
8991	17.70	-1	-1
8994	17.80	-1	-1
3026	17.90	1	0
366	18.00	1	1
3607	18.00	1	0
9287	18.10	-1	-1
8348	18.20	-1	-1
8242	18.30	-1	-1
8319	18.30	-1	-1
8916	18.30	-1	-1
8123	18.40	-1	-1
8147	18.40	-1	-1
8276	18.40	-1	-1
8547	18.40	-1	-1
3495	18.50	1	0
9039	18.60	-1	-1
8049	18.70	-1	-1
9352	18.70	-1	-1
9516	18.70	-1	-1
9814	18.70	-1	-1
7577	18.90	0	0
8372	19.00	-1	-1
9366	19.00	-1	-1
9709	19.10	-1	-1
9583	19.20	-1	-1
9531	19.40	-1	-1
8165	19.50	-1	-1
8266	19.70	-1	-1
2692	19.80	1	0
8309	19.80	-1	-1
9270	19.90	-1	-1
9935	20.10	-1	-1
1788	20.30	1	0
8235	20.30	-1	-1
8740	20.40	-1	-1
9278	20.50	-1	-1
8445	20.60	-1	-1
9151	20.60	-1	-1
8017	20.70	-1	-1
9782	20.70	-1	-1
9207	20.80	-1	-1
