10.00	0.99740	0.99751	0.99572	0.99649	0.99708	
20.00	0.99733	0.99761	0.99582	0.99658	0.99718	
30.00	0.99736	0.99773	0.99538	0.99623	0.99729	
40.00	0.99731	0.99760	0.99553	0.99641	0.99730	
50.00	0.99744	0.99771	0.99562	0.99642	0.99728	
60.00	0.99751	0.99772	0.99578	0.99626	0.99705	
70.00	0.99752	0.99779	0.99568	0.99619	0.99700	
80.00	0.99735	0.99789	0.99488	0.99604	0.99681	
90.00	0.99748	0.99796	0.99504	0.99619	0.99686	
100.00	0.99760	0.99757	0.99527	0.99604	0.99701	
110.00	0.99770	0.99760	0.99533	0.99574	0.99679	
120.00	0.99768	0.99766	0.99522	0.99595	0.99695	
130.00	0.99779	0.99764	0.99541	0.99530	0.99701	
140.00	0.99790	0.99773	0.99518	0.99544	0.99715	
150.00	0.99774	0.99768	0.99528	0.99557	0.99706	
160.00	0.99781	0.99779	0.99544	0.99577	0.99689	
170.00	0.99791	0.99789	0.99558	0.99524	0.99703	
180.00	0.99782	0.99798	0.99544	0.99524	0.99718	
190.00	0.99792	0.99785	0.99532	0.99538	0.99731	
200.00	0.99801	0.99783	0.99527	0.99559	0.99741	
210.00	0.99780	0.99793	0.99550	0.99581	0.99730	
220.00	0.99785	0.99803	0.99547	0.99601	0.99726	
230.00	0.99740	0.99804	0.99539	0.99576	0.99740	
240.00	0.99748	0.99805	0.99553	0.99584	0.99749	
250.00	0.99739	0.99798	0.99540	0.99575	0.99761	
260.00	0.99734	0.99776	0.99530	0.99556	0.99739	
270.00	0.99728	0.99787	0.99531	0.99535	0.99752	
280.00	0.99740	0.99794	0.99520	0.99556	0.99759	
290.00	0.99742	0.99794	0.99538	0.99573	0.99735	
300.00	0.99752	0.99790	0.99521	0.99541	0.99746	
310.00	0.99764	0.99784	0.99495	0.99557	0.99735	
320.00	0.99776	0.99735	0.99515	0.99577	0.99730	
330.00	0.99787	0.99740	0.99503	0.99596	0.99742	
340.00	0.99788	0.99703	0.99502	0.99591	0.99754	
350.00	0.99798	0.99717	0.99493	0.99610	0.99741	
360.00	0.99799	0.99728	0.99517	0.99610	0.99752	
370.00	0.99798	0.99739	0.99534	0.99629	0.99760	
380.00	0.99792	0.99735	0.99551	0.99627	0.99724	
390.00	0.99795	0.99716	0.99573	0.99645	0.99735	
400.00	0.99804	0.99706	0.99545	0.99661	0.99748	
410.00	0.99813	0.99696	0.99556	0.99676	0.99760	
420.00	0.99822	0.99645	0.99567	0.99691	0.99758	
430.00	0.99808	0.99661	0.99562	0.99706	0.99763	
440.00	0.99800	0.99637	0.99568	0.99703	0.99761	
450.00	0.99809	0.99655	0.99575	0.99681	0.99751	
460.00	0.99802	0.99659	0.99575	0.99696	0.99756	
470.00	0.99810	0.99646	0.99569	0.99711	0.99767	
480.00	0.99819	0.99663	0.99588	0.99725	0.99778	
490.00	0.99815	0.99679	0.99546	0.99738	0.99781	
500.00	0.99811	0.99695	0.99553	0.99748	0.99791	
510.00	0.99808	0.99695	0.99538	0.99744	0.99781	
520.00	0.99807	0.99688	0.99532	0.99754	0.99790	
530.00	0.99811	0.99681	0.99554	0.99743	0.99800	
540.00	0.99805	0.99687	0.99571	0.99743	0.99752	
550.00	0.99785	0.99701	0.99578	0.99756	0.99764	
560.00	0.99779	0.99656	0.99597	0.99744	0.99775	
570.00	0.99754	0.99665	0.99617	0.99747	0.99778	
580.00	0.99766	0.99622	0.99635	0.99747	0.99753	
