2684	0.00	1	0
9071	0.00	-1	-1
9185	0.10	-1	-1
9339	0.20	-1	-1
9544	0.20	-1	-1
9969	0.20	-1	-1
2456	0.30	1	0
8847	0.30	-1	-1
2484	0.50	1	0
8121	0.50	-1	-1
8114	0.70	-1	-1
9052	0.70	-1	-1
2567	0.80	1	0
2665	0.80	1	0
9288	0.80	-1	-1
9296	0.80	-1	-1
2919	0.90	1	0
8316	0.90	-1	-1
8017	1.00	-1	-1
8704	1.00	-1	-1
9844	1.00	-1	-1
8171	1.20	-1	-1
8364	1.40	-1	-1
2783	1.60	1	0
9351	1.70	-1	-1
9777	1.70	-1	-1
3159	1.80	1	0
9250	1.90	-1	-1
9350	1.90	-1	-1
9672	1.90	-1	-1
9103	2.00	-1	-1
8393	2.10	-1	-1
8122	2.20	-1	-1
9579	2.20	-1	-1
2965	2.30	1	0
8049	2.30	-1	-1
8658	2.30	-1	-1
9219	2.30	-1	-1
9449	2.30	-1	-1
8986	2.60	-1	-1
8537	2.70	-1	-1
8703	2.70	-1	-1
9236	3.00	-1	-1
8894	3.10	-1	-1
2502	3.20	1	0
8305	3.20	-1	-1
9937	3.20	-1	-1
2834	3.30	1	0
9371	3.50	-1	-1
8311	3.60	-1	-1
8467	3.60	-1	-1
2545	3.80	1	0
8390	3.90	-1	-1
8129	4.00	-1	-1
9940	4.00	-1	-1
3157	4.10	1	0
9444	4.10	-1	-1
9229	4.20	-1	-1
8659	4.40	-1	-1
9599	4.40	-1	-1
9797	4.40	-1	-1
8994	4.60	-1	-1
8273	4.70	-1	-1
8216	4.80	-1	-1
8334	4.80	-1	-1
3122	5.00	1	0
8741	5.10	-1	-1
9584	5.10	-1	-1
8614	5.30	-1	-1
9768	5.30	-1	-1
3041	5.60	1	0
8874	5.60	-1	-1
8406	5.70	-1	-1
8769	5.70	-1	-1
3107	5.80	1	0
8324	5.90	-1	-1
9551	6.10	-1	-1
2647	6.60	1	0
9981	6.60	-1	-1
2708	6.70	1	0
2425	6.90	1	0
2597	6.90	1	0
3062	6.90	1	0
8304	6.90	-1	-1
2411	7.00	1	0
2702	7.00	1	0
8407	7.00	-1	-1
8782	7.00	-1	-1
8828	7.00	-1	-1
9499	7.00	-1	-1
9637	7.00	-1	-1
2842	7.20	1	0
9184	7.20	-1	-1
9353	7.20	-1	-1
3116	7.30	1	0
8793	7.30	-1	-1
9500	7.30	-1	-1
9096	7.40	-1	-1
8944	7.50	-1	-1
2424	7.60	1	0
2528	7.60	1	0
9953	7.60	-1	-1
2576	7.70	1	0
2787	7.70	1	0
9110	7.70	-1	-1
2410	7.80	1	0
2607	7.90	1	0
3061	7.90	1	0
9555	7.90	-1	-1
2753	8.00	1	0
3027	8.00	1	0
8857	8.00	-1	-1
9039	8.00	-1	-1
9386	8.00	-1	-1
9709	8.00	-1	-1
9808	8.00	-1	-1
3015	8.10	1	0
8579	8.10	-1	-1
2830	8.30	1	0
3025	8.30	1	0
8015	8.30	-1	-1
9505	8.30	-1	-1
9372	8.40	-1	-1
9901	8.40	-1	-1
2619	8.50	1	0
2758	8.50	1	0
2931	8.50	1	0
2951	8.50	1	0
8457	8.50	-1	-1
9060	8.50	-1	-1
9269	8.50	-1	-1
9431	8.50	-1	-1
2428	8.60	1	0
2804	8.60	1	0
3140	8.70	1	0
8656	8.70	-1	-1
8903	8.70	-1	-1
9460	8.70	-1	-1
9522	8.70	-1	-1
9591	8.70	-1	-1
9856	8.70	-1	-1
2752	8.80	1	0
8744	8.80	-1	-1
9547	8.80	-1	-1
3137	8.90	1	0
9707	8.90	-1	-1
2744	9.00	1	0
3097	9.00	1	0
9718	9.00	-1	-1
2432	9.10	1	0
2859	9.10	1	0
3199	9.10	1	0
8552	9.10	-1	-1
2527	9.20	1	0
9042	9.20	-1	-1
2403	9.30	1	0
8786	9.30	-1	-1
9102	9.30	-1	-1
8057	9.40	-1	-1
8006	9.50	-1	-1
9824	9.50	-1	-1
2447	9.60	1	0
2688	9.60	1	0
2711	9.60	1	0
2801	9.60	1	0
8566	9.60	-1	-1
8632	9.60	-1	-1
9264	9.70	-1	-1
9723	9.70	-1	-1
2561	9.80	1	0
2846	9.80	1	0
8753	9.80	-1	-1
8997	9.80	-1	-1
9095	9.80	-1	-1
2466	9.90	1	0
8332	9.90	-1	-1
9192	9.90	-1	-1
9883	9.90	-1	-1
2791	10.00	1	0
2861	10.00	1	0
2912	10.00	1	0
2960	10.00	1	0
9450	10.00	-1	-1
2494	10.10	1	0
2749	10.10	1	0
2930	10.10	1	0
8577	10.10	-1	-1
9549	10.10	-1	-1
2517	10.20	1	0
2874	10.20	1	0
8587	10.20	-1	-1
9923	10.20	-1	-1
2453	10.30	1	0
9131	10.30	-1	-1
9577	10.30	-1	-1
2585	10.40	1	0
3170	10.40	1	0
9238	10.40	-1	-1
2521	10.50	1	0
2974	10.50	1	0
8664	10.50	-1	-1
8817	10.50	-1	-1
8291	10.60	-1	-1
8385	10.60	-1	-1
8699	10.60	-1	-1
9099	10.60	-1	-1
8333	10.70	-1	-1
8469	10.70	-1	-1
8097	10.80	-1	-1
8670	10.80	-1	-1
8692	10.80	-1	-1
9621	10.80	-1	-1
9886	10.90	-1	-1
8188	11.00	-1	-1
8343	11.00	-1	-1
9785	11.00	-1	-1
2606	11.10	1	0
9101	11.10	-1	-1
9594	11.10	-1	-1
9899	11.10	-1	-1
2929	11.20	1	0
9291	11.20	-1	-1
2643	11.30	1	0
8179	11.30	-1	-1
2487	11.40	1	0
9524	11.40	-1	-1
8044	11.50	-1	-1
9879	11.50	-1	-1
3109	11.60	1	0
8111	11.60	-1	-1
9404	11.60	-1	-1
2733	11.70	1	0
3166	11.70	1	0
9570	11.80	-1	-1
9992	11.80	-1	-1
3048	12.00	1	0
9051	12.00	-1	-1
2905	12.20	1	0
8138	12.20	-1	-1
9032	12.20	-1	-1
2552	12.40	1	0
8263	12.40	-1	-1
2446	12.50	1	0
2742	12.50	1	0
9935	12.50	-1	-1
2906	12.60	1	0
8231	12.70	-1	-1
8264	12.70	-1	-1
2756	12.80	1	0
3023	12.80	1	0
2751	12.90	1	0
2927	12.90	1	0
9799	12.90	-1	-1
2958	13.00	1	0
3112	13.00	1	0
8177	13.00	-1	-1
2637	13.10	1	0
8931	13.10	-1	-1
2650	13.20	1	0
2805	13.20	1	0
2922	13.20	1	0
8224	13.20	-1	-1
8277	13.20	-1	-1
8850	13.20	-1	-1
9793	13.30	-1	-1
8624	13.40	-1	-1
9412	13.40	-1	-1
9976	13.40	-1	-1
3138	13.50	1	0
2590	13.60	1	0
8771	13.60	-1	-1
9602	13.60	-1	-1
8143	13.70	-1	-1
9300	13.70	-1	-1
9743	13.70	-1	-1
3067	13.80	1	0
8484	13.80	-1	-1
2808	13.90	1	0
8289	13.90	-1	-1
8644	13.90	-1	-1
8896	13.90	-1	-1
9086	13.90	-1	-1
8485	14.00	-1	-1
9108	14.20	-1	-1
8062	14.30	-1	-1
9092	14.30	-1	-1
9643	14.30	-1	-1
9542	14.50	-1	-1
2449	14.60	1	0
2709	14.60	1	0
8285	14.60	-1	-1
9234	14.60	-1	-1
9819	14.60	-1	-1
3039	14.90	1	0
2482	15.00	1	0
2736	15.00	1	0
8924	15.00	-1	-1
9205	15.00	-1	-1
2595	15.10	1	0
2694	15.10	1	0
2796	15.10	1	0
8256	15.10	-1	-1
9822	15.10	-1	-1
2491	15.20	1	0
3003	15.40	1	0
9783	15.40	-1	-1
9950	15.40	-1	-1
2484	15.50	1	0
2717	15.60	1	0
9676	15.60	-1	-1
9690	15.60	-1	-1
9571	15.70	-1	-1
9746	15.70	-1	-1
2854	15.80	1	0
8725	15.80	-1	-1
9228	15.90	-1	-1
2467	16.00	1	0
8337	16.00	-1	-1
9148	16.00	-1	-1
9362	16.00	-1	-1
9503	16.00	-1	-1
3021	16.10	1	0
8681	16.10	-1	-1
9772	16.10	-1	-1
2481	16.20	1	0
2862	16.20	1	0
2444	16.30	1	0
2439	16.40	1	0
2729	16.40	1	0
2890	16.40	1	0
3077	16.40	1	0
2430	16.50	1	0
2800	16.50	1	0
9580	16.50	-1	-1
9986	16.50	-1	-1
2642	16.60	1	0
8520	16.60	-1	-1
2516	16.70	1	0
2612	16.70	1	0
2909	16.70	1	0
8021	16.70	-1	-1
8127	16.70	-1	-1
8133	16.70	-1	-1
8338	16.70	-1	-1
8426	16.70	-1	-1
8496	16.70	-1	-1
8713	16.70	-1	-1
8846	16.70	-1	-1
2658	17.00	1	0
2893	17.00	1	0
2451	17.10	1	0
9345	17.10	-1	-1
